订单号,客户,板件条码,板件备注,项目地址,房间,厚度,材质,高光板,颜色,板件名称,成品长度,成品宽度,数量,纹理,前封边,后封边,左封边,右封边,门板
250704-989,朗力,	7520422667634,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉03_抽屉左板01,440,220,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667641,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉03_抽屉后板01,857,192,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667580,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉03_抽屉底板01,857,440,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422667689,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉02_抽盒前板01,857,192,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667696,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉02_抽屉右板01,440,220,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667702,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉02_抽屉左板01,440,220,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667719,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉02_抽屉后板01,857,192,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667658,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉02_抽屉底板01,857,440,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7520422667757,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉01_抽盒前板01,857,122,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667764,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉01_抽屉右板01,340,150,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667771,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉01_抽屉左板01,340,150,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667788,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉01_抽屉后板01,857,122,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7520422667726,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_抽屉01_抽屉底板01,857,340,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087826794,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_切角板01,906,271,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087826800,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜B_切角板02,906,124,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087824202,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_顶板01,702,1023,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087824226,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_右立板01,835,1041,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087824233,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_竖隔板02,564,702,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087824318,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_竖隔板01,835,243,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087824325,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_左立板01,835,545,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087826862,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_踢脚线01_圆弧踢脚线第1块01,477,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087826879,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_踢脚线01_圆弧踢脚线第2块01,60,496,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087826886,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_踢脚线01_圆弧踢脚线第3块01,225,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087826893,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_踢脚线01_圆弧踢脚线第4块01,702,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087824479,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_底板01,702,899,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087825889,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_收口条01_L收口辅板01,835,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087826121,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_活动层板02,702,525,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087826176,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_活动层板01,1023,223,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087826909,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_切角板01,702,211,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087826916,,水仙苑72号,一楼西厨,18,橡胶木,非高光板,TB-9007,一楼西厨_地柜C_切角板02,702,124,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087827180,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_右立板01,935,832,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087827210,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_左立板01,935,832,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087827265,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_踢脚线01_踢脚线前挡板01,908,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087827272,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_踢脚线01_踢脚线后挡板01,908,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828002,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_踢脚线01_踢脚线隔条01,60,794,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087827241,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_底板01,908,832,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087827401,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_顶板01,908,832,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087827456,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_竖隔板01,839,908,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087827593,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_活动层板01,907,392,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087828293,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉03_抽盒前板01,859,172,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828309,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉03_抽屉右板01,390,200,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828316,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉03_抽屉左板01,390,200,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828323,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉03_抽屉后板01,859,172,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828262,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉03_抽屉底板01,859,390,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087828385,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉02_抽盒前板01,859,172,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828392,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉02_抽屉右板01,390,200,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828408,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉02_抽屉左板01,390,200,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828415,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉02_抽屉后板01,859,172,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828354,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉02_抽屉底板01,859,390,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087828477,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉01_抽盒前板01,859,240,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828484,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉01_抽屉右板01,390,268,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828491,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉01_抽屉左板01,390,268,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828507,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉01_抽屉后板01,859,240,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087828446,,水仙苑72号,一楼厨房岛台,18,橡胶木,非高光板,TB-9007,一楼厨房岛台_地柜A_抽屉01_抽屉底板01,859,390,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087893512,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_左立板01,900,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087893543,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_右立板01,900,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087893567,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_左立板02,1458,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087893611,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_右立板02,1458,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087893710,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_横隔板01,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087894199,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_横隔板04,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087894311,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_踢脚线01_踢脚线前挡板01,980,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087894328,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_踢脚线01_踢脚线后挡板01,60,980,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087894298,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_底板01,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087894441,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_顶板01,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087894489,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_背板02,1422,980,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087894502,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_背板01,804,980,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087894533,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_收口条02_L收口辅板01,1016,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087894540,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_收口条02_L收口面板01,1016,40,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087895110,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_横隔板05,980,522,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895219,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜C_活动层板01,979,520,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895332,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_左立板01,900,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895349,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_右立板01,900,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895356,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_左立板02,1458,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895363,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_右立板02,1458,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895370,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_横隔板01,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895394,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_横隔板04,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895400,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_踢脚线01_踢脚线前挡板01,980,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087895417,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_踢脚线01_踢脚线后挡板01,60,980,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087895424,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_底板01,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895431,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_顶板01,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895448,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_背板02,1422,980,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895455,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_背板01,804,980,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895462,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_收口条02_L收口辅板01,1016,70,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087895479,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_收口条02_L收口面板01,1016,40,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087895578,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_横隔板05,980,522,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895943,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉03_抽盒前板01,931,190,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087895950,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉03_抽屉右板01,440,218,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087895967,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉03_抽屉左板01,440,218,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087895974,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉03_抽屉后板01,931,190,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087895912,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉03_抽屉底板01,931,440,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087896018,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉02_抽盒前板01,931,190,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087896025,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉02_抽屉右板01,440,218,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087896032,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉02_抽屉左板01,440,218,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087896049,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉02_抽屉后板01,931,190,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087895981,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉02_抽屉底板01,931,440,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087896087,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉01_抽盒前板01,931,140,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087896094,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉01_抽屉右板01,440,168,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087896100,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉01_抽屉左板01,440,168,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087896117,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉01_抽屉后板01,931,140,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087896056,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜E_抽屉01_抽屉底板01,931,440,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895615,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_左立板01,900,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895622,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_右立板01,900,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895639,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_左立板02,1458,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895646,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_右立板02,1458,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895653,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_横隔板01,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895677,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_横隔板04,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895684,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_踢脚线01_踢脚线前挡板01,980,60,1,横纹,1,1,1,1,非门板
250704-989,朗力,	7521087895691,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_踢脚线01_踢脚线后挡板01,60,980,1,无纹理,1,1,1,1,非门板
250704-989,朗力,	7521087895707,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_底板01,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895714,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_顶板01,980,540,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895721,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_背板02,1422,980,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895738,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_背板01,804,980,1,竖纹,1,1,1,1,非门板
250704-989,朗力,	7521087895745,,水仙苑72号,三楼西南卧室衣柜,18,橡胶木,非高光板,TB-9007,三楼西南卧室衣柜_柜F_收口条02_L收口辅板01,1016,70,1,无纹理,1,1,1,1,非门板
